"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","season","DATE","STATION","NAME","PRCP","SNOW","SNWD","TMAX","TMIN"
"85",510,"2019-01-03 16:24:17.1460","2019-01-03 16:32:48.0980","3243","E 58 St & 1 Ave",40.7589238637769,-73.9622622728348,"522","E 51 St & Lexington Ave",40.75714758,-73.97207836,27497,"Customer",1969,0,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"86",1079,"2019-01-24 09:27:38.5380","2019-01-24 09:45:38.1150","405","Washington St & Gansevoort St",40.739323,-74.008119,"363","West Thames St",40.70834698,-74.01713445,35074,"Subscriber",1972,1,"winter","2019-01-24","USW00094728","NY CITY CENTRAL PARK, NY US",33.8,0,0,15,1.7
"87",1458,"2019-01-04 16:44:33.9290","2019-01-04 17:08:52.7830","308","St James Pl & Oliver St",40.71307916,-73.99851193,"308","St James Pl & Oliver St",40.71307916,-73.99851193,28773,"Subscriber",1985,1,"winter","2019-01-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,8.3,1.7
"88",267,"2019-01-25 09:40:50.5140","2019-01-25 09:45:18.0260","3569","Franklin Ave & St Marks Ave",40.6758324,-73.9561677,"3584","Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801,14780,"Subscriber",1990,1,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"89",837,"2019-01-23 15:45:29.2130","2019-01-23 15:59:26.2750","3660","W 16 St & 8 Ave",40.7410215090027,-74.001384973526,"472","E 32 St & Park Ave",40.7457121,-73.98194829,28432,"Subscriber",1985,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"90",1034,"2019-01-10 17:15:50.5960","2019-01-10 17:33:05.4610","279","Peck Slip & Front St",40.707873,-74.00167,"438","St Marks Pl & 1 Ave",40.72779126,-73.98564945,25967,"Subscriber",1987,1,"winter","2019-01-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-2.1
"91",2141,"2019-01-03 09:10:37.6190","2019-01-03 09:46:19.0000","473","Rivington St & Chrystie St",40.72110063,-73.9919254,"223","W 13 St & 7 Ave",40.73781509,-73.99994661,33772,"Subscriber",1998,2,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"92",233,"2019-01-22 18:06:34.4340","2019-01-22 18:10:28.3110","150","E 2 St & Avenue C",40.7208736,-73.98085795,"339","Avenue D & E 12 St",40.72580614,-73.97422494,34687,"Subscriber",1993,1,"winter","2019-01-22","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-0.5,-10.5
"93",507,"2019-01-05 22:52:48.8060","2019-01-05 23:01:16.0700","3658","W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,"3255","8 Ave & W 31 St",40.7505853470215,-73.9946848154068,14633,"Subscriber",1974,1,"winter","2019-01-05","USW00094728","NY CITY CENTRAL PARK, NY US",12.7,0,0,8.3,5
"94",368,"2019-01-11 17:05:02.3890","2019-01-11 17:11:10.8900","466","W 25 St & 6 Ave",40.74395411,-73.99144871,"254","W 11 St & 6 Ave",40.73532427,-73.99800419,33319,"Subscriber",1974,1,"winter","2019-01-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-1,-6
"95",1460,"2019-01-08 16:11:44.5400","2019-01-08 16:36:05.0860","302","Avenue D & E 3 St",40.72082834,-73.97793172,"382","University Pl & E 14 St",40.73492695,-73.99200509,35076,"Subscriber",1974,2,"winter","2019-01-08","USW00094728","NY CITY CENTRAL PARK, NY US",4.3,0,0,7.2,1.1
"96",1138,"2019-01-13 08:27:43.0970","2019-01-13 08:46:41.3830","454","E 51 St & 1 Ave",40.75455731,-73.96592976,"161","LaGuardia Pl & W 3 St",40.72917025,-73.99810231,28700,"Subscriber",1989,1,"winter","2019-01-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-3.8
"97",131,"2019-01-19 07:21:17.1940","2019-01-19 07:23:28.8930","3697","W 64 St & Thelonious Monk Circle",40.7751595343424,-73.9891869574785,"530","11 Ave & W 59 St",40.7714967105444,-73.9904603362083,34341,"Subscriber",1980,1,"winter","2019-01-19","USW00094728","NY CITY CENTRAL PARK, NY US",7.4,5,0,2.8,0
"98",446,"2019-01-30 06:53:05.3110","2019-01-30 07:00:31.4250","316","Fulton St & William St",40.70955958,-74.00653609,"3664","North Moore St & Greenwich St",40.7201952143746,-74.0103006362915,33014,"Subscriber",1994,1,"winter","2019-01-30","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,10,0,1.7,-14.3
"99",133,"2019-01-22 19:21:00.5590","2019-01-22 19:23:14.4770","438","St Marks Pl & 1 Ave",40.72779126,-73.98564945,"439","E 4 St & 2 Ave",40.7262807,-73.98978041,31502,"Subscriber",1995,1,"winter","2019-01-22","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-0.5,-10.5
"100",441,"2019-01-10 16:49:54.5630","2019-01-10 16:57:15.8160","3599","Franklin Ave & Empire Blvd",40.66314,-73.9605695,"3580","St Johns Pl & Washington Ave",40.6737236,-73.9631611,32943,"Subscriber",1988,1,"winter","2019-01-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-2.1
"101",309,"2019-01-19 09:19:19.3730","2019-01-19 09:24:28.5170","307","Canal St & Rutgers St",40.71427487,-73.98990025,"3435","Grand St & Elizabeth St",40.718822,-73.99596,32452,"Subscriber",1966,1,"winter","2019-01-19","USW00094728","NY CITY CENTRAL PARK, NY US",7.4,5,0,2.8,0
"102",355,"2019-01-02 09:19:31.0470","2019-01-02 09:25:26.0740","442","W 27 St & 7 Ave",40.746647,-73.993915,"334","W 20 St & 7 Ave",40.74238787,-73.99726235,34779,"Subscriber",1984,1,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"103",270,"2019-01-21 13:19:26.3610","2019-01-21 13:23:57.0710","3175","W 70 St & Amsterdam Ave",40.77748046,-73.98288594,"3166","Riverside Dr & W 72 St",40.7805779901033,-73.9856243133545,30010,"Subscriber",1946,1,"winter","2019-01-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-9.9,-15.5
"104",66,"2019-01-20 10:57:20.5310","2019-01-20 10:58:26.5400","350","Clinton St & Grand St",40.71559509,-73.9870295,"311","Norfolk St & Broome St",40.7172274,-73.98802084,25875,"Subscriber",1979,1,"winter","2019-01-20","USW00094728","NY CITY CENTRAL PARK, NY US",22.4,0,0,5.6,-9.9
"105",324,"2019-01-23 20:37:08.4970","2019-01-23 20:42:33.3900","229","Great Jones St",40.72743423,-73.99379025,"326","E 11 St & 1 Ave",40.72953837,-73.98426726,28816,"Subscriber",1994,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"106",2260,"2019-01-17 13:32:29.4960","2019-01-17 14:10:09.9250","3043","Lewis Ave & Decatur St",40.6814598,-73.934903,"3052","Lewis Ave & Madison St",40.686312,-73.935775,29349,"Subscriber",1969,1,"winter","2019-01-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-4.3
"107",604,"2019-01-16 16:12:01.1910","2019-01-16 16:22:05.9840","173","Broadway & W 49 St",40.7606832709659,-73.9845272898674,"501","FDR Drive & E 35 St",40.744219,-73.97121214,18896,"Subscriber",1969,1,"winter","2019-01-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.9,-1
"108",2079,"2019-01-27 18:37:18.6310","2019-01-27 19:11:58.4500","3693","N 11 St & Kent Ave",40.7224818863822,-73.9592193067074,"3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,24797,"Subscriber",1990,1,"winter","2019-01-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,0
"109",372,"2019-01-25 14:16:17.6760","2019-01-25 14:22:29.8340","336","Sullivan St & Washington Sq",40.73047747,-73.99906065,"3427","Lafayette St & Jersey St",40.7243052725033,-73.9960098266602,17199,"Subscriber",1975,1,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"110",228,"2019-01-06 11:21:55.4680","2019-01-06 11:25:44.1560","468","Broadway & W 56 St",40.7652654,-73.98192338,"2006","Central Park S & 6 Ave",40.76590936,-73.97634151,34821,"Subscriber",1964,1,"winter","2019-01-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,-0.5
"111",953,"2019-01-02 08:42:32.3590","2019-01-02 08:58:25.5760","3156","E 72 St & York Ave",40.76663814,-73.95348296,"540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,18664,"Subscriber",1989,1,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"112",453,"2019-01-25 08:14:49.0750","2019-01-25 08:22:22.6590","394","E 9 St & Avenue C",40.72521311,-73.97768752,"285","Broadway & E 14 St",40.73454567,-73.99074142,25039,"Subscriber",1988,2,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"113",231,"2019-01-08 09:50:59.6870","2019-01-08 09:54:51.2100","229","Great Jones St",40.72743423,-73.99379025,"357","E 11 St & Broadway",40.73261787,-73.99158043,30743,"Subscriber",1983,2,"winter","2019-01-08","USW00094728","NY CITY CENTRAL PARK, NY US",4.3,0,0,7.2,1.1
"114",564,"2019-01-20 18:08:50.9500","2019-01-20 18:18:15.3520","476","E 31 St & 3 Ave",40.74394314,-73.97966069,"454","E 51 St & 1 Ave",40.75455731,-73.96592976,35552,"Subscriber",1969,1,"winter","2019-01-20","USW00094728","NY CITY CENTRAL PARK, NY US",22.4,0,0,5.6,-9.9
"115",943,"2019-01-23 08:32:24.2550","2019-01-23 08:48:07.7830","3156","E 72 St & York Ave",40.76663814,-73.95348296,"519","Pershing Square North",40.751873,-73.977706,32348,"Subscriber",1981,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"116",514,"2019-01-15 07:59:34.4760","2019-01-15 08:08:09.4060","3259","9 Ave & W 28 St",40.7493702419328,-73.9992338418961,"336","Sullivan St & Washington Sq",40.73047747,-73.99906065,35694,"Subscriber",1965,1,"winter","2019-01-15","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,2.2,-3.8
"117",578,"2019-01-09 19:42:57.7040","2019-01-09 19:52:36.4130","3674","Jay St & York St",40.7014031725772,-73.9867267012596,"313","Washington Ave & Park Ave",40.69610226,-73.96751037,26403,"Subscriber",1989,2,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"118",1005,"2019-01-10 13:13:51.2600","2019-01-10 13:30:36.6170","2009","Catherine St & Monroe St",40.71117444,-73.99682619,"304","Broadway & Battery Pl",40.70463334,-74.01361706,35702,"Subscriber",1977,1,"winter","2019-01-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-2.1
"119",229,"2019-01-27 20:38:21.3910","2019-01-27 20:42:11.2320","438","St Marks Pl & 1 Ave",40.72779126,-73.98564945,"2003","1 Ave & E 18 St",40.7338121919663,-73.9805442094803,30072,"Subscriber",1984,1,"winter","2019-01-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,0
"120",354,"2019-01-13 16:34:25.9010","2019-01-13 16:40:20.6750","379","W 31 St & 7 Ave",40.749156,-73.9916,"435","W 21 St & 6 Ave",40.74173969,-73.99415556,27347,"Subscriber",1989,1,"winter","2019-01-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-3.8
"121",373,"2019-01-20 14:44:34.7590","2019-01-20 14:50:48.1160","3724","7 Ave & Central Park South",40.7667405590595,-73.9790689945221,"3458","W 55 St & 6 Ave",40.763093872708,-73.9783501625061,35619,"Subscriber",1962,1,"winter","2019-01-20","USW00094728","NY CITY CENTRAL PARK, NY US",22.4,0,0,5.6,-9.9
"122",276,"2019-01-28 17:46:07.0700","2019-01-28 17:50:43.3120","267","Broadway & W 36 St",40.75097711,-73.98765428,"486","Broadway & W 29 St",40.7462009,-73.98855723,29093,"Subscriber",1988,1,"winter","2019-01-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.3,-3.8
"123",465,"2019-01-17 07:51:15.1180","2019-01-17 07:59:00.6950","379","W 31 St & 7 Ave",40.749156,-73.9916,"503","E 20 St & Park Ave",40.73827428,-73.98751968,26675,"Subscriber",1958,1,"winter","2019-01-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-4.3
"124",267,"2019-01-30 20:33:13.8730","2019-01-30 20:37:41.2240","223","W 13 St & 7 Ave",40.73781509,-73.99994661,"252","MacDougal St & Washington Sq",40.73226398,-73.99852205,30928,"Subscriber",1981,1,"winter","2019-01-30","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,10,0,1.7,-14.3
"125",228,"2019-01-20 13:50:04.7430","2019-01-20 13:53:53.3370","361","Allen St & Hester St",40.71605866,-73.99190759,"350","Clinton St & Grand St",40.71559509,-73.9870295,26934,"Subscriber",1979,1,"winter","2019-01-20","USW00094728","NY CITY CENTRAL PARK, NY US",22.4,0,0,5.6,-9.9
"126",352,"2019-01-31 09:07:49.1770","2019-01-31 09:13:41.5570","268","Howard St & Centre St",40.71910537,-73.99973337,"161","LaGuardia Pl & W 3 St",40.72917025,-73.99810231,34678,"Subscriber",1998,1,"winter","2019-01-31","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-8.8,-16.6
"127",390,"2019-01-15 05:27:31.7900","2019-01-15 05:34:01.8370","490","8 Ave & W 33 St",40.751551,-73.993934,"3659","W 17 St & 9 Ave",40.7429489166009,-74.0041369199753,31157,"Subscriber",1973,1,"winter","2019-01-15","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,2.2,-3.8
"128",611,"2019-01-14 09:57:04.0810","2019-01-14 10:07:16.0140","308","St James Pl & Oliver St",40.71307916,-73.99851193,"363","West Thames St",40.70834698,-74.01713445,35110,"Subscriber",1994,2,"winter","2019-01-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0,-5.5
"129",356,"2019-01-16 07:42:30.2520","2019-01-16 07:48:26.2640","3405","5 St & 6 Ave",40.6704836,-73.98208968,"467","Dean St & 4 Ave",40.68312489,-73.97895137,35378,"Subscriber",1965,1,"winter","2019-01-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.9,-1
"130",213,"2019-01-11 17:30:45.5860","2019-01-11 17:34:19.2420","3493","E 118 St & 3 Ave",40.799139,-73.9389152,"3497","Pleasant Ave & E 116 St",40.7949879,-73.9333349,33301,"Subscriber",1969,0,"winter","2019-01-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-1,-6
"131",1891,"2019-01-08 08:10:56.2370","2019-01-08 08:42:28.1480","3129","Queens Plaza North & Crescent St",40.75110165,-73.94073717,"3123","31 St & Thomson Ave",40.74469738,-73.93540375,32076,"Subscriber",1985,1,"winter","2019-01-08","USW00094728","NY CITY CENTRAL PARK, NY US",4.3,0,0,7.2,1.1
"132",638,"2019-01-27 11:20:08.0120","2019-01-27 11:30:46.7340","536","1 Ave & E 30 St",40.74144387,-73.97536082,"167","E 39 St & 3 Ave",40.7489006,-73.97604882,18805,"Subscriber",1994,1,"winter","2019-01-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,0
"133",841,"2019-01-02 18:22:17.9840","2019-01-02 18:36:19.7570","164","E 47 St & 2 Ave",40.75323098,-73.97032517,"3718","E 11 St & Avenue B",40.7274642069239,-73.9795041829348,33106,"Subscriber",1993,1,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"134",271,"2019-01-11 16:46:39.2960","2019-01-11 16:51:10.9040","3235","E 41 St & Madison Ave",40.752165280622,-73.9799219369888,"498","Broadway & W 32 St",40.74854862,-73.98808416,33177,"Subscriber",1987,1,"winter","2019-01-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-1,-6
"135",951,"2019-01-19 12:08:56.5650","2019-01-19 12:24:48.2490","3562","Classon Ave & St Marks Ave",40.6765198,-73.9596082,"3087","Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,29953,"Subscriber",1979,1,"winter","2019-01-19","USW00094728","NY CITY CENTRAL PARK, NY US",7.4,5,0,2.8,0
"136",587,"2019-01-31 10:25:10.0570","2019-01-31 10:34:57.4830","470","W 20 St & 8 Ave",40.74345335,-74.00004031,"3463","E 16 St & Irving Pl",40.7353670556054,-73.9879739284515,34219,"Subscriber",1978,1,"winter","2019-01-31","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-8.8,-16.6
"137",296,"2019-01-22 09:36:14.0590","2019-01-22 09:41:10.0660","3354","3 St & Prospect Park West",40.668132,-73.97363831,"3418","Plaza St West & Flatbush Ave",40.6750207,-73.97111473,27973,"Subscriber",1962,2,"winter","2019-01-22","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-0.5,-10.5
"138",469,"2019-01-03 20:17:16.3580","2019-01-03 20:25:05.6620","3663","Sterling Pl & 7 Ave",40.6771648946906,-73.973827958107,"3569","Franklin Ave & St Marks Ave",40.6758324,-73.9561677,15893,"Subscriber",1989,1,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"139",345,"2019-01-29 09:08:28.6180","2019-01-29 09:14:14.0500","229","Great Jones St",40.72743423,-73.99379025,"128","MacDougal St & Prince St",40.72710258,-74.00297088,34032,"Subscriber",1976,1,"winter","2019-01-29","USW00094728","NY CITY CENTRAL PARK, NY US",5.8,0,0,6.1,-3.8
"140",599,"2019-01-11 09:11:13.2070","2019-01-11 09:21:12.9530","439","E 4 St & 2 Ave",40.7262807,-73.98978041,"540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,33851,"Subscriber",1992,1,"winter","2019-01-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-1,-6
"141",561,"2019-01-16 17:50:29.5070","2019-01-16 17:59:50.8500","3570","35 Ave & 37 St",40.7557327,-73.9236611,"3522","37 St & 24 Ave",40.7701477,-73.9120938,27815,"Subscriber",1984,1,"winter","2019-01-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.9,-1
"142",347,"2019-01-01 22:08:55.9280","2019-01-01 22:14:43.3510","368","Carmine St & 6 Ave",40.73038599,-74.00214988,"368","Carmine St & 6 Ave",40.73038599,-74.00214988,25700,"Subscriber",1993,1,"winter","2019-01-01","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,14.4,3.9
"143",1207,"2019-01-29 22:20:45.1380","2019-01-29 22:40:52.4320","3498","Pleasant Ave & E 120 St",40.7974772,-73.9311847,"3521","Lenox Ave & W 111 St",40.7987859,-73.9523,20366,"Subscriber",1969,0,"winter","2019-01-29","USW00094728","NY CITY CENTRAL PARK, NY US",5.8,0,0,6.1,-3.8
"144",384,"2019-01-28 18:05:42.7900","2019-01-28 18:12:06.8740","316","Fulton St & William St",40.70955958,-74.00653609,"276","Duane St & Greenwich St",40.71748752,-74.0104554,30838,"Subscriber",1961,1,"winter","2019-01-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.3,-3.8
"145",1460,"2019-01-06 13:15:03.8940","2019-01-06 13:39:24.6990","2008","Little West St & 1 Pl",40.70569254,-74.01677685,"387","Centre St & Chambers St",40.71273266,-74.0046073,28761,"Customer",1969,0,"winter","2019-01-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,-0.5
"146",831,"2019-01-23 18:45:02.2860","2019-01-23 18:58:53.4850","402","Broadway & E 22 St",40.7403432,-73.98955109,"531","Forsyth St & Broome St",40.71893904,-73.99266288,16686,"Subscriber",1980,2,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"147",369,"2019-01-08 05:35:14.0890","2019-01-08 05:41:23.2120","435","W 21 St & 6 Ave",40.74173969,-73.99415556,"459","W 20 St & 11 Ave",40.746745,-74.007756,21195,"Subscriber",1988,2,"winter","2019-01-08","USW00094728","NY CITY CENTRAL PARK, NY US",4.3,0,0,7.2,1.1
"148",981,"2019-01-06 15:41:35.4850","2019-01-06 15:57:57.3940","3285","W 87 St & Amsterdam Ave",40.78839,-73.9747,"3289","W 90 St & Amsterdam Ave",40.7901794809508,-73.9728891849518,29866,"Subscriber",1982,2,"winter","2019-01-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,-0.5
"149",798,"2019-01-25 19:31:03.1440","2019-01-25 19:44:22.0770","309","Murray St & West St",40.7149787,-74.013012,"368","Carmine St & 6 Ave",40.73038599,-74.00214988,20569,"Subscriber",1992,1,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"150",408,"2019-01-11 09:07:16.2650","2019-01-11 09:14:05.1790","3119","Vernon Blvd & 50 Ave",40.74232744,-73.95411749,"3112","Milton St & Franklin St",40.72906,-73.95779,27244,"Subscriber",1982,1,"winter","2019-01-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-1,-6
"151",1428,"2019-01-25 18:39:53.7390","2019-01-25 19:03:42.5470","3255","8 Ave & W 31 St",40.7505853470215,-73.9946848154068,"405","Washington St & Gansevoort St",40.739323,-74.008119,15164,"Subscriber",1997,1,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"152",557,"2019-01-16 18:37:41.1190","2019-01-16 18:46:59.0690","3146","E 81 St & 3 Ave",40.77573034,-73.9567526,"3142","1 Ave & E 62 St",40.7612274,-73.96094022,21415,"Subscriber",1966,1,"winter","2019-01-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.9,-1
"153",554,"2019-01-23 18:24:26.9350","2019-01-23 18:33:41.5840","388","W 26 St & 10 Ave",40.749717753,-74.002950346,"3709","W 15 St & 6 Ave",40.7380461424828,-73.996429592371,32990,"Subscriber",1994,2,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"154",462,"2019-01-05 22:41:18.7810","2019-01-05 22:49:00.9510","3563","28 St & 36 Ave",40.757186,-73.932719,"3129","Queens Plaza North & Crescent St",40.75110165,-73.94073717,32869,"Subscriber",1993,1,"winter","2019-01-05","USW00094728","NY CITY CENTRAL PARK, NY US",12.7,0,0,8.3,5
"155",887,"2019-01-31 16:59:59.4510","2019-01-31 17:14:47.3110","2012","E 27 St & 1 Ave",40.739445,-73.976806,"523","W 38 St & 8 Ave",40.75466591,-73.99138152,17388,"Subscriber",1984,1,"winter","2019-01-31","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-8.8,-16.6
"156",398,"2019-01-25 20:10:03.3300","2019-01-25 20:16:42.2570","3177","W 84 St & Broadway",40.7867947,-73.977112,"3167","Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,27248,"Subscriber",1990,1,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"157",641,"2019-01-12 12:08:13.8780","2019-01-12 12:18:55.1350","3172","W 74 St & Columbus Ave",40.7785669,-73.97754961,"480","W 53 St & 10 Ave",40.76669671,-73.99061728,27433,"Subscriber",1987,2,"winter","2019-01-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-6.6
"158",188,"2019-01-14 11:49:52.5810","2019-01-14 11:53:01.5280","505","6 Ave & W 33 St",40.74901271,-73.98848395,"533","Broadway & W 38 St",40.75299641,-73.98721619,32247,"Subscriber",1989,1,"winter","2019-01-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0,-5.5
"159",915,"2019-01-17 19:48:32.2810","2019-01-17 20:03:47.6060","478","11 Ave & W 41 St",40.76030096,-73.99884222,"3167","Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,30198,"Subscriber",1962,2,"winter","2019-01-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-4.3
"160",519,"2019-01-24 19:42:52.8600","2019-01-24 19:51:32.4020","174","E 25 St & 1 Ave",40.7381765,-73.97738662,"285","Broadway & E 14 St",40.73454567,-73.99074142,24878,"Subscriber",1989,1,"winter","2019-01-24","USW00094728","NY CITY CENTRAL PARK, NY US",33.8,0,0,15,1.7
